Customer,SalesOrganization,DistributionChannel,Division,CustomerABCClassification,SalesOffice,SalesGroup,OrderIsBlockedForCustomer,Currency,CustomerPriceGroup,PriceListType,DeliveryPriority,ShippingCondition,IncotermsClassification,SupplyingPlant,CompleteDeliveryIsDefined,DeliveryIsBlockedForCustomer,BillingIsBlockedForCustomer,CustomerPaymentTerms,CustomerAccountAssignmentGroup,AccountByCustomer,CustomerGroup,CustomerPricingProcedure,OrderCombinationIsAllowed,PartialDeliveryIsAllowed,InvoiceDate,PaymentTerms,IncotermsTransferLocation,ItemOrderProbabilityInPercent,IncotermsLocation2,RecordCreatedDate,AuthorizationGroup,SalesDistrict,IncotermsVersion,IncotermsLocation1,DeletionIndicator,IsBusinessPurposeCompleted,SalesItemProposal,CustProdProposalProcedure,ProofOfDeliveryTime,ProofOfDeliveryTimeValue,MaxNmbrOfPartialDelivery,UnderdelivTolrtdLmtRatioInPct,OverdelivTolrtdLmtRatioInPct,IsActiveEntity,AdditionalCustomerGroup1,AdditionalCustomerGroup2,AdditionalCustomerGroup3,AdditionalCustomerGroup4,AdditionalCustomerGroup5,InvoiceListSchedule,ExchangeRateType,PaymentGuaranteeProcedure,SuplrIsRlvtForSettlmtMgmt,CustIsRlvtForSettlmtMgmt,ProductUnitGroup,SlsDocIsRlvtForProofOfDeliv,SlsUnlmtdOvrdelivIsAllwd,CreditControlArea,CustomerIsRebateRelevant,InspSbstHasNoTimeOrQuantity,ManualInvoiceMaintIsRelevant,IncotermsSupChnLoc1AddlUUID,IncotermsSupChnLoc2AddlUUID,IncotermsSupChnDvtgLocAddlUUID,SalesBlockForCustomer,CustomerStatisticsGroup,RetailAdditionalCustomerGrp6,RetailAdditionalCustomerGrp7,RetailAdditionalCustomerGrp8,RetailAdditionalCustomerGrp9,RetailAdditionalCustomerGrp10
0000000392,0001,01,01,,,,,EUR,01,,01,,CIF,0001,false,,,0001,,,,1,false,,,0001,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000393,0001,01,01,,,,,EUR,01,,01,,CIF,0001,false,,,0001,,,,1,false,,,0001,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000394,0001,01,01,,,,,EUR,01,,01,,CIF,0001,false,,,0001,,,,1,false,,,0001,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000395,0001,01,01,,,,,EUR,01,,01,,CIF,0001,false,,,0001,,,,1,false,,,0001,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000411,JP01,01,01,,,,,JPY,01,,00,,CIF,,false,,,0001,,,,1,false,,,0001,inco,100,,,,000001,,inco,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000431,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JP01,,,,1,false,,,JP01,ASAKUSA,100,,,,000001,,ASAKUSA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000432,JP01,01,01,,,,,JPY,01,,01,01,CIF,JP01,false,,,JP01,,,,1,false,,,JP01,ASAKUSA,100,,,,000002,,ASAKUSA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000451,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000452,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000463,0001,01,01,,,,,EUR,01,,02,01,CFR,0001,false,,,0001,,,,1,false,,,0001,Hamburg,100,,,,000001,,Hamburg,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000470,0001,01,01,,0001,001,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000471,JP03,01,01,,,,,JPY,01,,01,01,CIF,JP03,false,,,JP01,,,,1,false,,,JP01,Shinagawa,100,,,,000002,,Shinagawa,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000472,0001,01,01,,,,,EUR,02,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000472,VMSP,MS,MS,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000002,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000473,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000473,VMSP,MS,MS,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000481,0001,01,01,,0001,001,,EUR,01,,00,01,FOB,,false,,,0001,01,,,1,false,,,0001,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,true,true,,false,false,,false,true,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000486,0001,01,01,,,,,EUR,01,,00,,,0001,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000486,CM02,01,01,,,,,EUR,02,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000487,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000488,0001,01,01,,,,,EUR,01,,00,,,0001,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000490,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000491,JP01,01,01,,,,,JPY,01,,01,01,CIF,JP01,false,,,JP01,,,,1,false,,,JP01,Harumi,100,,,,000002,,Harumi,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000491,JP02,01,01,,,,,JPY,01,,01,01,CIF,JP02,false,,,,,,,1,false,,,,Harumi,100,,,,000002,,Harumi,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000491,SC01,SC,SC,,,,,JPY,01,,02,01,CIF,SC01,false,,,SC01,,,,1,false,,,SC01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000497,0001,01,01,,,,,EUR,01,,01,,,0001,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,true,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000511,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JP01,,,,1,false,,,JP01,tokyo,100,,,,000001,,tokyo,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,true,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000516,JP02,01,01,,,,,JPY,01,,01,01,CIF,JP02,false,,,,,,,1,false,,,,Shinagawa,100,,,,000002,,Shinagawa,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000516,SC01,SC,SC,,,,,JPY,01,,02,01,CIF,SC01,false,,,SC01,,,,1,false,,,SC01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000523,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000551,0001,01,01,,,,,EUR,01,,00,01,CFR,,false,,,,,,,1,false,,,,abcd,100,,,,000001,,abcd,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000561,0001,01,01,,,,,EUR,01,,00,,,,false,,,0001,,,,1,false,,,0001,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000582,0001,01,01,01,0001,001,,EUR,01,,00,01,,,false,,,,,,01,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000611,KR01,01,01,,,,,KRW,01,,00,,FOB,K001,false,,,0001,,,,1,false,,,0001,FOB free on board,100,,,,SOUTH,,FOB free on board,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000616,KR01,01,01,,,,,KRW,01,,00,,FOB,,false,,,0001,,,,1,false,,,0001,FOB,100,,,,000002,,FOB,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000617,JP02,01,01,,,,,JPY,01,,02,01,CIF,JP02,false,,,,,,,1,false,,,,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000646,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000661,KR01,01,01,,,,,KRW,01,,00,,FOB,K001,false,,,0001,,,,1,false,,,0001,FOB free on board,100,,,,SOUTH,,FOB free on board,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000667,HKSO,HC,HD,,,,,EUR,01,,00,,,,false,,,,01,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000668,HKSO,HC,HD,,,,,EUR,01,,00,,,,false,,,,01,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000671,HKSO,HC,HD,,,,,EUR,01,,00,,,,false,,,,01,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000672,HKSO,HC,HD,,,,,EUR,01,,00,,EXW,,false,,,,01,,,1,false,,,,Hier,100,,,,000001,,Hier,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000673,HKSO,HC,HD,,,,,EUR,01,,00,,EXW,HKPL,false,,,,01,,,1,false,,,,Hier,100,,,,000001,,Hier,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000674,IN01,10,10,,,,,INR,01,,00,,FOB,,false,,,0001,,,,1,false,,,0001,loc1,100,,,,IN0001,,loc1,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,IN01,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000676,0001,01,01,,,,,EUR,01,,02,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000682,IN01,10,10,,,,,INR,01,,00,,,IN01,false,,,,,,,1,false,,,,,100,,,,000002,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,true,true,,false,false,IN01,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000689,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,true,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000690,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,true,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000691,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,true,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000692,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,true,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000694,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,true,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000696,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,true,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000701,JP02,01,01,,,,,JPY,01,,02,,CIF,JP02,false,,,0004,,,,1,false,,,0004,Harumi,100,,,,000002,,Harumi,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000708,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000709,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000710,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000711,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000712,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000713,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000714,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JPIS,,,,1,false,,,JPIS,HARUMI,100,,,,000002,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000771,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000781,CM01,01,01,,,,,EUR,01,,00,,,,false,,,,,,,9,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000782,CM02,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000793,0001,01,01,,,,,EUR,01,,01,01,,0001,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000806,RUEC,01,01,,,,,RUB,01,,00,,CFR,,false,,,,,,,ZR,false,,,,thrhjr,100,,,,000001,,thrhjr,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000816,0001,01,01,,,,,EUR,01,,00,01,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000821,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000821,S002,S1,S2,,,,,USD,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000822,CN10,C0,C0,,CN10,,,CNY,01,01,00,,,,false,,,,,,01,1,false,,,,,100,,,,SOUTH,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000826,RUEC,01,01,,,,,RUB,01,,00,,CFR,,false,,,0001,,,,1,false,,,0001,12345,100,,,,000001,,12345,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000831,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,01,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000831,DS12,01,01,,,,,CHF,01,,00,,,,false,,,,,,01,1,false,,,,,100,,,,CENTRE,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000831,DS12,S1,S1,,S001,S01,,CHF,01,01,00,,,,false,,,,,,01,1,false,,,,,100,,,,CENTRE,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000836,DS12,01,01,,,,,CHF,01,,00,,,,false,,,,,,01,1,false,,01,,,100,,,,CENTRE,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,01,,,false,false,,false,false,,false,false,true,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000841,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000846,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000847,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000847,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000851,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000856,0001,01,01,,,,,EUR,02,,00,,,,false,,,,,,,ZL,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,true,true,true,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000868,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000868,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
