Customer,CompanyCode,AccountingClerk,ReconciliationAccount,AuthorizationGroup,CustomerHeadOffice,AlternativePayerAccount,PaymentBlockingReason,InterestCalculationCode,InterestCalculationDate,IntrstCalcFrequencyInMonths,CustomerAccountNote,APARToleranceGroup,HouseBank,ItemIsToBePaidSeparately,PaytAdviceIsSentbyEDI,PhysicalInventoryBlockInd,UserAtCustomer,AccountingClerkPhoneNumber,AccountingClerkFaxNumber,AccountingClerkInternetAddress,AccountByCustomer,IsToBeLocallyProcessed,CollectiveInvoiceVariant,LayoutSortingRule,PaymentTerms,CustomerSupplierClearingIsUsed,RecordPaymentHistoryIndicator,PaymentMethodsList,DeletionIndicator,CreditMemoPaymentTerms,DunningNoticeGroup,LastInterestCalcRunDate,CustPreviousMasterRecordNumber,ValueAdjustmentKey,CashPlanningGroup,SupplierReleaseGroup,PersonnelNumber,BuyingGroupAccountNumber,BillExchChargePaymentTerms,CheckPaidDurationInDays,CustomerPaymentBlockingReason,PaymentMethodSupplement,AcctsReceivablePledgingCode,LockboxInternalID,IsBusinessPurposeCompleted,WithholdingTaxCountry,KnownOrNegotiatedLeave,DeletionIsBlocked,PaymentClearingGroup,PaymentReason,BPPeriodicAccountStatement,US_FrgnAcctTaxRcpntCntry,US_GlobIntermediaryIdnNumber,US_RecipientForeignTaxID,US_LobTreatyCode,US_FW8BENReceiveDate,US_FW9ReceiveDate,US_SecondTINNoticeIsIssued,US_FrgnRecipientHasPartnership,US_FrgnAcctTaxFilingIsRequired,US_Chapter4StatusCode,LastDunnedOn,DunningProcedure,DunningLevel,DunningBlock,DunningRecipient,LegDunningProcedureOn,IsActiveEntity
0000000368,PT01,,0000211300,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000369,PT01,,0000211100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000370,PT01,,0000211700,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000371,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000372,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000375,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000376,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000377,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000378,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000379,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000380,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000381,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000382,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000383,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000384,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000385,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000386,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000387,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000388,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000389,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000390,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000391,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000392,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000393,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000394,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000395,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,E,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000399,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,JPIS,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000400,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,JPIS,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000401,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,JPIS,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000402,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,JPIS,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000403,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,JPIS,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000404,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,JPIS,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000406,PT01,,0000211900,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000411,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000413,PT01,,0000211700,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000414,0001,,0000150000,,,,,01,,00,,DEB4,,false,false,false,,,,,,false,,000,0001,false,false,AE2SU,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0001,0,,,,true
0000000423,0001,,0000150000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000424,SG01,,0000150000,,,,,,,00,,,,false,false,false,,,,,,false,,001,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000427,0001,GP,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000430,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000431,JP01,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,true,false,,false,,,,,,E1,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000432,JP01,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,true,false,T,false,,,,,,E1,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000439,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000451,0001,BD,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000452,0001,GP,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000453,MY01,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000455,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000456,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000461,IN01,,0024410000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000466,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000467,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000468,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000469,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000470,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000471,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,true,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000473,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000475,PA01,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000480,PA02,,0000141004,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000481,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000486,0001,GP,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000487,0001,BD,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000488,0001,GP,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000489,0001,BD,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,true,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000490,0001,BD,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000491,JP02,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,true,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000491,SC01,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,SC01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000498,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000499,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000500,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000501,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000502,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000503,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000504,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000506,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000506,JP01,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000511,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,Y,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000516,JP02,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,,true,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000516,SC01,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,SC01,true,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000521,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000522,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000531,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000532,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000533,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000534,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000536,0001,,0000140000,DPP,,,,,,00,,,,false,false,true,,,,,,false,,035,0001,false,false,UE,true,,01,,,,E7,,00000000,,,0,,,,,true,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000537,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000538,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000539,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000541,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000542,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000543,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000544,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000545,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000561,F001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,9,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000571,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000572,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000573,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000574,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000575,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000576,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000577,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000578,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000579,0001,,0000140000,DPP,,,,,,00,,,,false,false,true,,,,,,false,,035,0001,false,false,UE,true,,01,,,,E7,,00000000,,,0,,,,,true,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000580,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000581,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000582,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000596,SRFB,,0000141000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000597,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000598,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000599,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000600,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000601,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000602,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000606,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000607,SRFB,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000611,KR01,,0011040100,0909,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000616,KR01,,0011040300,0001,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000617,JP02,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,,,true,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000626,PT01,,0000211100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000631,PT01,,0000211100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000632,PT01,,0000211100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000636,PT01,,0000211100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000637,PT01,,0000211100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000652,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000653,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000654,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000655,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000656,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000661,KR01,,0011040100,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,T,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000668,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000669,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000670,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000673,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000674,IN01,,0013150000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
