Customer,CustomerName,CustomerFullName,BPCustomerName,BPCustomerFullName,CreatedByUser,CreationDate,AddressID,CustomerClassification,VATRegistration,CustomerAccountGroup,AuthorizationGroup,DeliveryIsBlocked,PostingIsBlocked,BillingIsBlockedForCustomer,OrderIsBlockedForCustomer,InternationalLocationNumber1,IsOneTimeAccount,TaxJurisdiction,Industry,TaxNumberType,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,CustomerCorporateGroup,Supplier,NielsenRegion,IndustryCode1,IndustryCode2,IndustryCode3,IndustryCode4,IndustryCode5,Country,OrganizationBPName1,OrganizationBPName2,CityName,PostalCode,StreetName,SortField,FaxNumber,BR_SUFRAMACode,Region,TelephoneNumber1,TelephoneNumber2,AlternativePayerAccount,DataMediumExchangeIndicator,VATLiability,IsBusinessPurposeCompleted,ResponsibleType,FiscalAddress,NFPartnerIsNaturalPerson,DeletionIndicator,Language,TradingPartner,DeliveryDateTypeRule,ExpressTrainStationName,TrainStationName,InternationalLocationNumber2,InternationalLocationNumber3,CityCode,County,CustomerHasUnloadingPoint,CustomerWorkingTimeCalendar,IsCompetitor,TaxInvoiceRepresentativeName,BusinessType,IndustryType,TW_CollvBillingIsSupported,AlternativePayeeIsAllowed,FreeDefinedAttribute01,FreeDefinedAttribute02,FreeDefinedAttribute03,FreeDefinedAttribute04,FreeDefinedAttribute05,FreeDefinedAttribute06,FreeDefinedAttribute07,FreeDefinedAttribute08,FreeDefinedAttribute09,FreeDefinedAttribute10,PaymentReason,CustomerConditionGroup1,CustomerConditionGroup2,CustomerConditionGroup3,CustomerConditionGroup4,CustomerConditionGroup5,IsSalesProspect,PaymentIsBlockedForCustomer,IsConsumer,DataControllerSet,DataController1,DataController2,DataController3,DataController4,DataController5,DataController6,DataController7,DataController8,DataController9,DataController10,BusinessPartnerName1,BusinessPartnerName2,BusinessPartnerName3,BusinessPartnerName4,BPAddrCityName,BPAddrStreetName,AddressSearchTerm1,AddressSearchTerm2,DistrictName,POBoxDeviatingCityName,BusinessPartnerFormOfAddress,BR_ICMSTaxPayerType
0000000206,ztest,Company ztest/20100 shanghai,ztest,ztest,I071088,2016-01-18,0000028791,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ztest,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ztest,,,,shanghai,,TEST,TEST,,,0003,
0000000207,ztest111,Company ztest111/20100 shanghai,ztest111,ztest111,I071088,2016-01-18,0000028793,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ztest111,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ztest111,,,,shanghai,,TEST,,,,0003,
0000000208,zzzz,Company zzzz/20100 shanghai,zzzz,zzzz,I071088,2016-01-18,0000028795,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,zzzz,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,zzzz,,,,shanghai,,TEST,,,,0003,
0000000212,JP_DPP_P2,Company JP_DPP_P2/00000000 Tokyo,JP_DPP_P2,JP_DPP_P2,LUORI,2016-01-19,0000028816,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_P2,,Tokyo,00000000,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_P2,,,,Tokyo,,JP,,,,0003,
0000000213,JP_DPP_R2,Company JP_DPP_R2/00000000 Tokyo,JP_DPP_R2,JP_DPP_R2,LUORI,2016-01-19,0000028818,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_R2,,Tokyo,00000000,,JP,,,,,,,,false,true,,,false,true,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_R2,,,,Tokyo,,JP,,,,0003,
0000000214,Test JIT,Company Test JIT/45645 Walldorf,Test JIT,Test JIT,THOMASSTEV,2016-01-19,0000028820,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test JIT,,Walldorf,45645,,JIT TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,true,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test JIT,,,,Walldorf,,JIT TEST,,,,0003,
0000000226,Masako,Company Masako/20100 shanghai,Masako,Masako,I071088,2016-02-01,0000028938,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Masako,,shanghai,20100,,DANONE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Masako,,,,shanghai,,DANONE,,,,0003,
0000000227,NIKE,Company NIKE/20100 shanghai,NIKE,NIKE,I071088,2016-02-01,0000028947,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,0000100094,,,,,,,DE,NIKE,,shanghai,20100,,NIKE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,NIKE,,,,shanghai,,NIKE,,,,0003,
0000000231,Subcontractor (2),御中 Subcontractor (2)/104-0002 Taito-ku, Asakusa,Subcontractor (2),Subcontractor (2),WATANABESAW,2016-02-17,0000029090,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,0000100191,,,,,,,JP,Subcontractor (2),,Taito-ku, Asakusa,104-0002,3-4,SCC,,,13,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Subcontractor (2),,,,Taito-ku, Asakusa,3-4,SCC,,,,0003,
0000000235,test customer test last name, test customer test last name/92132 atlanta,test customer test last name,test customer test last name,SAREENV,2016-02-18,0000029103,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,test customer test last name,,atlanta,92132,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test customer test last name,,,,atlanta,,TEST,,,,,
0000000236,JP_DPP_R22, JP_DPP_R22/00000000 Tokyo,JP_DPP_R22,JP_DPP_R22,LUORI,2016-02-18,0000029105,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_R22,,Tokyo,00000000,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_R22,,,,Tokyo,,JP,,,,,
0000000241,TESTVENDOR LAST-TESTBAPI, TESTVENDOR LAST-TESTBAPI/92132 ATLANTA,TESTVENDOR LAST-TESTBAPI,TESTVENDOR LAST-TESTBAPI,SAREENV,2016-02-23,0000029170,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,TESTVENDOR LAST-TESTBAPI,,ATLANTA,92132,1001 ABC STREET,VEN,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TESTVENDOR LAST-TESTBAPI,,,,ATLANTA,ABC STREET,VEN,,,,,
0000000246,Testeins Sap,Mr. Testeins Sap/68809 Neulußheim,Testeins Sap,Testeins Sap,HAEHNERT,2016-02-29,0000029262,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Testeins Sap,,Neulußheim,68809,Carl-Benz-Str. 15,SAP,,,08,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Testeins Sap,,,,Neulußheim,Carl-Benz-Str.,SAP,TESTEINS,,,0002,
0000000247,Testzwei Sap,Ms. Testzwei Sap/69190 Walldorf,Testzwei Sap,Testzwei Sap,HAEHNERT,2016-02-29,0000029270,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Testzwei Sap,,Walldorf,69190,Dietmar-Hopp-Allee 16,SAP,,,08,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Testzwei Sap,,,,Walldorf,Dietmar-Hopp-Allee 16,SAP,TESTZWEI,,,0001,
0000000251,OLR, OLR/12345 12345,OLR,OLR,RANDSCHAU,2016-03-01,0000029319,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,ES,OLR,,12345,12345,,OLR,,,,,,,,false,,,,false,false,ES,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,OLR,,,,12345,,OLR,,,,,
0000000256,awesome last name 34, awesome last name 34/211012 allahabad,awesome last name 34,awesome last name 34,NALLUM,2016-03-02,0000029338,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 34,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 34,,,,allahabad,,SEARCH,,,,,
0000000257,awesome last name 35, awesome last name 35/211012 allahabad,awesome last name 35,awesome last name 35,NALLUM,2016-03-02,0000029342,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 35,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 35,,,,allahabad,,SEARCH,,,,,
0000000258,awesome last name 35, awesome last name 35/211012 chandigarh,awesome last name 35,awesome last name 35,NALLUM,2016-03-02,0000029346,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 35,,chandigarh,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 35,,,,chandigarh,,SEARCH,,,,,
0000000259,JJ PM 04, JJ PM 04/123456 Test,JJ PM 04,JJ PM 04,SHUKLAPR,2016-03-02,0000029350,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,JJ PM 04,,Test,123456,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JJ PM 04,,,,Test,,TEST,,,,,
0000000260,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029368,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000261,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029372,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000262,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029376,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000263,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029380,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000264,ashish devpura, ashish devpura/123456 Bangalore,ashish devpura,ashish devpura,DEVPURA,2016-03-03,0000029420,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,ashish devpura,,Bangalore,123456,,ASHISH DEV,,,,,,,,false,,,,false,false,BG,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ashish devpura,,,,Bangalore,,ASHISH DEVPURA,,,,,
0000000266,JJ PM 04, JJ PM 04/123456 Test,JJ PM 04,JJ PM 04,SHUKLAPR,2016-03-08,0000029502,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,JJ PM 04,,Test,123456,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,true,,,,false,false,,,,,,,,,,,,,,,,,true,false,false,,,,,,,,,,,,JJ PM 04,,,,Test,,TEST,,,,,
0000000267,test, test/560047 BENGALURU,test,test,ISLAMK,2016-03-09,0000029515,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,test,,BENGALURU,560047,,BDT,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test,,,,BENGALURU,,BDT,,,,,
0000000268,Islam, Islam/560047 BENGALURU,Islam,Islam,ISLAMK,2016-03-09,0000029519,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Islam,,BENGALURU,560047,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Islam,,,,BENGALURU,,TEST,,,,,
0000000269,JJ PM 04, JJ PM 04/123456 Test,JJ PM 04,JJ PM 04,SHUKLAPR,2016-03-09,0000029527,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,JJ PM 04,,Test,123456,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JJ PM 04,,,,Test,,TEST,,,,,
0000000270,Harsh12345, Harsh12345/603110 BANG,Harsh12345,Harsh12345,JEET,2016-03-09,0000029529,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Harsh12345,,BANG,603110,,123456,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Harsh12345,,,,BANG,,123456,,,,,
0000000271,jeet, jeet/560066 Bangalore,jeet,jeet,JEET,2016-03-09,0000029533,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,jeet,,Bangalore,560066,,123456,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,jeet,,,,Bangalore,,123456,,,,,
0000000272,Harsh12345, Harsh12345/603110 BANG,Harsh12345,Harsh12345,JEET,2016-03-10,0000029551,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Harsh12345,,BANG,603110,,123456,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Harsh12345,,,,BANG,,123456,,,,,
0000000274,Sawako Invoice Summary Payer, Sawako Invoice Summary Payer/108-0012 Chiyoda-ku, Kojimachi,Sawako Invoice Summary Payer,Sawako Invoice Summary Payer,WATANABESAW,2016-03-10,0000029559,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,Sawako Invoice Summary Payer,,Chiyoda-ku, Kojimachi,108-0012,2-1,INVSUM,,,13,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Sawako Invoice Summary Payer,,,,Chiyoda-ku, Kojimachi,2-1,INVSUM,,,,,
0000000284,Person Italia,Ms. Person Italia/11111 City,Person Italia,Person Italia,LOSEMANNK,2016-03-15,0000029630,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IT,Person Italia,,City,11111,,GS,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Person Italia,,,,City,,GS,,,,0001,
0000000285,Mia Italia, Mia Italia/22222 Village,Mia Italia,Mia Italia,LOSEMANNK,2016-03-15,0000029634,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IT,Mia Italia,,Village,22222,,GS,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Mia Italia,,,,Village,,GS,,,,,
0000000286,Mir Italia,Mr. Mir Italia/33333 Dorf,Mir Italia,Mir Italia,LOSEMANNK,2016-03-15,0000029638,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IT,Mir Italia,,Dorf,33333,,GS,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Mir Italia,,,,Dorf,,GS,,,,0002,
0000000287,es, es/11111 es,es,es,DOROSHENKO,2016-03-15,0000029648,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,ES,es,,es,11111,,ES,,,,,,,,false,,,,true,false,ES,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,es,,,,es,,ES,,,,,
0000000289,Contact Person,Mr. Contact Person/201203 Shanghai,Contact Person,Contact Person,GANGADHARARO,2016-03-16,0000029652,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,Contact Person,,Shanghai,201203,123,CONTACT PE,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Contact Person,,,,Shanghai,123,CONTACT PERSON,,,,0002,
0000000291,New Corp, New Corp/201203 Shanghai,New Corp,New Corp,GANGADHARARO,2016-03-16,0000029654,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,New Corp,,Shanghai,201203,123,NEW CORP,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,New Corp,,,,Shanghai,123,NEW CORP,,,,,
0000000292,x, x/12345 City,x,x,ZHANGBY,2016-03-17,0000029657,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,ES,x,,City,12345,,JO,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,x,,,,City,,JO,,,,,
0000000300,CCC1,Company CCC1/111111 shanghai,CCC1,CCC1,LUOMAN,2016-03-17,0000029659,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,CCC1,,shanghai,111111,,CCC1,,,,,,,,false,,,,false,false,ZH,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCC1,,,,shanghai,,CCC1,CCC1,,,0003,
0000000303,BP0005,Company BP0005/201203 ShangHai,BP0005,BP0005,LUOMAN,2016-03-17,0000029663,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,BP0005,,ShangHai,201203,CHNEHUI,BP0005,,,020,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,BP0005,,,,ShangHai,CHNEHUI,BP0005,,,,0003,
0000000306,BP0006,Company BP0006/201203 ShangHai,BP0006,BP0006,LUOMAN,2016-03-17,0000029665,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,BP0006,,ShangHai,201203,22 ccc,BP0006,,,020,,,,,false,,,,false,false,ZH,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,BP0006,,,,ShangHai,ccc,BP0006,,,,0003,
0000000307,Test Payer,Company Test Payer/09999999 ddddddd,Test Payer,Test Payer,C5232733,2016-03-18,0000029686,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,Test Payer,,ddddddd,09999999,,TEST,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test Payer,,,,ddddddd,,TEST,PAYER,,,0003,
0000000308,recption,Company recption/09999999 ddddddd,recption,recption,C5232733,2016-03-18,0000029688,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,recption,,ddddddd,09999999,,TEST,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,recption,,,,ddddddd,,TEST,REC,,,0003,
0000000309,Indian Customer 01,Mr. Indian Customer 01/560100 Bangalore,Indian Customer 01,Indian Customer 01,C5232753,2016-03-18,0000029713,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Indian Customer 01,,Bangalore,560100,,TTTT,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Indian Customer 01,,,,Bangalore,,TTTT,,,,0002,
0000000310,Indian Customer 01,Company Indian Customer 01/560066 Mumbai,Indian Customer 01,Indian Customer 01,C5232753,2016-03-18,0000029715,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Indian Customer 01,,Mumbai,560066,,TTTT,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Indian Customer 01,,,,Mumbai,,TTTT,,,,0003,
0000000311,cc1, cc1/560066 bangalore,cc1,cc1,MANCHANDAM,2016-03-21,0000029724,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,cc1,,bangalore,560066,,CC1,,,,,,,,false,,,,false,false,EN,,,32,32,00000,0,,,false,,true,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,cc1,,,,bangalore,,CC1,,,,,
0000000312,SecureHome PLC,Company SecureHome PLC/20100 Bayern,SecureHome PLC,SecureHome PLC,I071088,2016-03-21,0000029726,01,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,SecureHome PLC,,Bayern,20100,Haus Coburg, App.3080 3080,NESTLE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,SecureHome PLC,,,,Bayern,Haus Coburg, App.3080,NESTLE,,,,0003,
0000000313,Nestle_US,Company Nestle_US/20100 NewYork,Nestle_US,Nestle_US,I071088,2016-03-21,0000029728,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,Nestle_US,,NewYork,20100,1121 wallstreet,NESTLE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Nestle_US,,,,NewYork,wallstreet,NESTLE,,,,0003,
0000000316,Subcontractor (3),Company Subcontractor (3)/290-0123 Ichihara-shi, kawaari,Subcontractor (3),Subcontractor (3),SUZUKISHO,2016-03-22,0000029763,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,0000100353,,,,,,,JP,Subcontractor (3),,Ichihara-shi, kawaari,290-0123,974,SCC,,,12,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Subcontractor (3),,,,Ichihara-shi, kawaari,974,SCC,,,,0003,
0000000317,SecureHome PLC,Company SecureHome PLC/20100 NewYork,SecureHome PLC,SecureHome PLC,I071088,2016-03-22,0000029765,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,SecureHome PLC,,NewYork,20100,1001 WALLSTREET,NESTLE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,SecureHome PLC,,,,NewYork,WALLSTREET,NESTLE,,,,0003,
0000000319,Claus, Claus/12345 Ort,Claus,Claus,FRETZ,2016-03-23,0000029828,,,DEBI,DPP,,false,,,0000000,false,,,,,,,,,,,,01,,,,,,DE,Claus,,Ort,12345,Testweg 1,CLAUS,,,,,,,,false,true,,,false,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Claus,,,,Ort,Testweg,CLAUS,FLCU01,,,,
0000000321,Customer (1),Company Customer (1)/108-0012 Taito-ku, Asakusa,Customer (1),Customer (1),WATANABESAW,2016-03-25,0000029849,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,Customer (1),,Taito-ku, Asakusa,108-0012,3-4,SCC,,,13,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Customer (1),,,,Taito-ku, Asakusa,3-4,SCC,,,,0003,
0000000326,JP_PAYER1, JP_PAYER1/12345678 Tokyo,JP_PAYER1,JP_PAYER1,LUORI,2016-03-28,0000029864,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_PAYER1,,Tokyo,12345678,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_PAYER1,,,,Tokyo,,JP,,,,,
0000000328,aaa,Company aaa/12345678 y,aaa,aaa,LUORI,2016-03-28,0000029871,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,aaa,,y,12345678,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,aaa,,,,y,,JP,,,,0003,
0000000330,TESt10000, TESt10000/560066 Bangalore,TESt10000,TESt10000,MISHRASAK,2016-03-28,0000029876,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,TESt10000,,Bangalore,560066,10,TEST100000,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TESt10000,,,,Bangalore,10,TEST100000,,,,,
